id,key,summary
474891,UNBO-2219,Check V2 updates in V3 for UNBO-1407
474889,UNBO-2218,Check V2 updates in V3 for UNBO-2074
474888,UNBO-2217,Check V2 updates in V3 for UNBO-1959
474887,UNBO-2216,Check V2 updates in V3 for UNBO-2113
474886,UNBO-2215,Check V2 updates in V3 for UNBO-2107
474885,UNBO-2214,Check V2 updates in V3 for UNBO-2090
474884,UNBO-2213,Check V2 updates in V3 for UNBO-1778
474883,UNBO-2212,Check V2 updates in V3 for UNBO-2158
474882,UNBO-2211,Check V2 updates in V3 for UNBO-2130
474860,UNBO-2210,WIOP Cookie Notices
474830,UNBO-2209,Add the final Slack notifications for Sanity int results
474741,UNBO-2208,Review failures in QA
474725,UNBO-2207,Review for automation – Sanity panel layout test
474719,UNBO-2206,Business Groups List - dynamic CTA doesn't work within a Content Group
474717,UNBO-2205,Create a Sanity V3 production instance
474675,UNBO-2204,Survey cookie 'JSSCounter' has gone rouge and is dropping immediately 
474633,UNBO-2203,Sanity v3 throws a 404 on /root after successfully authenticating user
474632,UNBO-2202,Upgrade @percy/cli to v1.21.0 and monitor the Safari mobile horizonal issue
474561,UNBO-2201,Update the field text field types
474560,UNBO-2200,Add an initial value of email and T & C field into the custom form
474559,UNBO-2199,Add in a field group field type
474556,UNBO-2198,Remove initial value from the custom form sanity text schema and make it placeholder
474553,UNBO-2197,Add the checkbox formatting to the label to fix the formatting of the custom form
474540,UNBO-2196,New Label processing
474356,UNBO-2195,MacOS + Safari: tab cycling excludes the page checkboxes
474331,UNBO-2194,Initial Values should be emptied on text field focus
474307,UNBO-2193,Initial Values set for REQUIRED form text fields have no IsEmpty validation
474299,UNBO-2192,Review for automation- add Kazakhstan site to JSON
474287,UNBO-2191,Time stamps on Press Releases
474268,UNBO-2190,When you download the ARA pdf on https://www.unilever.com/investors/annual-report-and-accounts/ it downloads True.pdf
474161,UNBO-2189,Investigate macOS 12.6.3 failing build step install dependencies
474134,UNBO-2188,Sanity - Include QA CMS and update workflow
474133,UNBO-2187,The LEAP form doesn't require a confirmation E - mail
474129,UNBO-2186,Create Terraform NR script for share price api
474128,UNBO-2185,Create Terraform NR script for cookie tracking
474127,UNBO-2184,Roll out the NR search-api tests to multiple countries
474114,UNBO-2183,Add canonical check to NR monitor
474108,UNBO-2182,Initial Values set for form text fields are not shown
474097,UNBO-2181,This form submit gives you an error page
474073,UNBO-2180,the new custom form fields 
474060,UNBO-2179,canonical ref is missing from the header
474048,UNBO-2178,Update V3 sanity schema for the custom form. 
474046,UNBO-2177,Heirarchy browser
473836,UNBO-2176,Search phase 1
473835,UNBO-2175,Add filters to the page to allow a user to refine their search result based on the content type and/or file type (U.com only):
473834,UNBO-2174,"Change behaviour so that documents downloads (DOCX, XLSX, PPTX, PDF) all sites"
473833,UNBO-2173,"Change the reading order of the results – title, date if there is one, summary (all sites)"
473832,UNBO-2172,Move the position of the ‘Skip to results’ button – as it covers the ‘Keyword search’ text (all sites)
473831,UNBO-2171,Search results listed should be marked up semantically 
473830,UNBO-2170,Change the behaviour of the Search ‘button’ 
473797,UNBO-2169,Background's image on statement
473793,UNBO-2168,Review for Automation - LEAP competition form
473781,UNBO-2167,Execute B/E + F/E Tests - LEAP competition form
473780,UNBO-2166,Create B/E and F/E Tests - LEAP competition form
473765,UNBO-2165,Map accessabilityhub-qa.unilever.com onto https://standards-unilever-com-qa.netlify.app/
473570,UNBO-2164,AdChoices footer implementation
473560,UNBO-2163,Google Analytics Tagging - Browser Version
473555,UNBO-2162,WIOP Tagging & Analytics
473462,UNBO-2161,Enhance the New Relic 'search api' test to use BuildID returned from monitor.json
473452,UNBO-2160,Sanity - Update Percy for more subpages
473335,UNBO-2159,Gather data for New Relic browser support ticket
473287,UNBO-2158,create LEAP competition form
473286,UNBO-2157,Have the ability to suppress labels
473190,UNBO-2156,A test ticket to test Jira Automation
473159,UNBO-2155,Review failures in QA
473111,UNBO-2154,Sanity - Review for automation
473110,UNBO-2153,Sanity - Verify panel layout
473109,UNBO-2152,Sanity - Verify Navigation bar
473107,UNBO-2151,Sanity - Create percy for visual checks
473103,UNBO-2150,WIOP logo errors
473082,UNBO-2149,SSO for BrowserStack
473030,UNBO-2148,Reconfigure the New Relic synthetic certificate check script
473028,UNBO-2147,Sprint 30 automation tasks
473006,UNBO-2146,WIOP location Selector Image Change
472919,UNBO-2145,Problems with search function on unilever.de / .at / .ch
472918,UNBO-2144,Delete press contacts on the News page
472916,UNBO-2143,Update the github Readme with the new PR merging policy
472915,UNBO-2142,Look at Jira automation for PR merges
472913,UNBO-2141,Update Cypress to v12.8.0
472812,UNBO-2140,Implement CMS / Cypress repo structure to allow tests to be added
472779,UNBO-2139,Sitemap pages to be ordered alphabetically 
472761,UNBO-2138,Add subsites for Bangladesh 
472661,UNBO-2137,change bangali sites from ba to bn
472658,UNBO-2136,Update storybook to version that can use React 18 safely
472557,UNBO-2135,Relative font sizes – OneTrust cookie banner styles
472552,UNBO-2134,clean up the external link in the hierarchy menu
472551,UNBO-2133,Remove hide this page functionality 
472550,UNBO-2132,Update website to pull new navigation
472549,UNBO-2131,Create a run script to migrate current navigation into new navigation
472548,UNBO-2130,Update the schemas to allow sub menus 
472437,UNBO-2129,Review failures in QA
472410,UNBO-2128,Add standards JWT authentication on https://uol-storybook.netlify.app/
472289,UNBO-2127,Configure S3 bucket for Terraform state file
472276,UNBO-2126,Components (automation)
472206,UNBO-2125,Add a ping test for large assets
472181,UNBO-2124,Accordions not updating the heading level within a Content Group
472165,UNBO-2123,Execute B/E Tests - Content Helper Enhancements
472164,UNBO-2122,Create B/E Tests - Content Helper Enhancements
471886,UNBO-2121,Listing pages filters heading levels
471883,UNBO-2120,Results component heading structure
471845,UNBO-2262,Search should prioritise entry term syntax over individual word frequency
471625,UNBO-2119,Refactor of standards specific code
471615,UNBO-2118,Debug CI axios failing in Netlify ping test
471559,UNBO-2117,Chart creation for Debt Investors page
471533,UNBO-2116,Gather the Lighthouse stats for Live Korea at end of test period
471523,UNBO-2115,Links in blue brand purpose module are purple  
471434,UNBO-2114,Negative test all the NRQL alerts
471425,UNBO-2113,Allow Business Group List in the Content Group
471359,UNBO-2112,The B&C survey is not showing on u.com
471333,UNBO-2111,Once SEAC is live the password will be disabled - automation auth needs to list SEAC prod as No Auth
471114,UNBO-2110,Sanity Content Helper 'where a schema is used' enhancements
471091,UNBO-2109,Downgrade @percy/cli to 1.18.0 to investigate a bug
470992,UNBO-2108,**** URGENT- SEAC - Footer menu - Contact us button is not working 
470985,UNBO-2107,There are misconfigured Sri Lanka values in Sanity 
470955,UNBO-2106,Review for Automation - Innovation and [BRAND] Promo List
470954,UNBO-2105,Execute BOTH B/E and F/E tests - Innovation and [BRAND] Promo List
470953,UNBO-2104,Create F/E tests - Innovation and [BRAND] Promo List
470952,UNBO-2103,Create B/E tests - Innovation and [BRAND] Promo List
470947,UNBO-2102,Redirect a PDF
470904,UNBO-2101,New Relic migrate existing alerts from INFRASTRUCTURE METRIC to NRQL QUERY 
470820,UNBO-2100,Create an environment for Comms for mock-ups
470815,UNBO-2099,"Ensure we stub all videos as autoplay=""false"""
470801,UNBO-2098,Accessibility error in headings structure QA
470792,UNBO-2097,Sprint 29 automation tasks
470782,UNBO-2096,Set up GA4 for the Notice site
470779,UNBO-2095,Set up GA4 for the Kazakhstan sites
470777,UNBO-2094,Add New Relic script to Korea live site for 1 week and take daily Lighthouse scores
470776,UNBO-2093,Set up GA4 for the Bangladesh UCCL sites 
470775,UNBO-2092,Set up GA4 for the Bangladesh corporate sites 
470774,UNBO-2091,Set up GA4 for the SEAC site
470770,UNBO-2090,Move the titles of the listings to be standard page titles
470756,UNBO-2089,AbilityNet - Focus order includes off-screen interactive elements
470745,UNBO-2088,Remove date range from search
470706,UNBO-2087,Brands
470650,UNBO-2086,List & Filters
470648,UNBO-2085,Tags on Standards
470647,UNBO-2084,Add assets.unilever.com into google site managed
470638,UNBO-2083,Execute front end test cases - Add option to show no date on promo list
470636,UNBO-2082,Review for Automation - Add option to show no date on promo list 
470625,UNBO-2081,News Feed heading level not updating
470614,UNBO-2080,DQM connector set up - WIOP sites
470533,UNBO-2079,Schemas (testing)
470518,UNBO-2078,The WIOP DQM integration doesn't work 
470419,UNBO-2077,Accessibility Hub - 2 h1s on standards pages
470390,UNBO-2076,Sanity SSO - Set up Admin and Viewer AD accounts
470375,UNBO-2075,"On adding the 5th, 6th and 7th Business Group items no default OR Custom CTA is shown"
470365,UNBO-2074,External links to a Business Group list item can be added without a custom CTA where no default CTA is then applied
470358,UNBO-2073,"When adding a link to an internal page, a Custom CTA is required for a Business Group list item"
470342,UNBO-2072,Review all ToDo items
470329,UNBO-2071,Error Login Sanity
470189,UNBO-2070,Review for Automation - Business Groups list component CTA button redesign
470188,UNBO-2069, Execute both sets of tests - Business Groups list component CTA button redesign
470187,UNBO-2068,Create Back End tests - Business Groups list component CTA button redesign
470186,UNBO-2067,Create Front End tests - Business Groups list component CTA button redesign
470181,UNBO-2066,Decommission the old standards site 
470153,UNBO-2065,Investigate managing devDependencies from root of monorepo
470135,UNBO-2064,Add New Relic browser monitor script to _default.page.server.ts
470134,UNBO-2063,KZ-KZ and RU-KZ  - slug name issue
470124,UNBO-2062,Extra margin observed in listacle 
470030,UNBO-2061,SVGs aren't outputting alt text
470022,UNBO-2060,KPI Reporting - CWV report
470010,UNBO-2059,Staging site links within the SEAC site 
470009,UNBO-2058,Tab list on SEAC site being cut off 
469985,UNBO-2057,Translator issue on KZ-KZ and RU-KZ websites
469967,UNBO-2056,When there are no IR listing items in the page filter the build failes
469966,UNBO-2055,create QA sites for SEAC and other new ones
469867,UNBO-2054,Planet and Society link page to 2021 results page when it should be the latest
469861,UNBO-2053,Brands Authoring Tool (discuss with team)
469860,UNBO-2052,Parts list (remove)
469859,UNBO-2051,Docs (remove)
469858,UNBO-2050,Vision (migrate)
469857,UNBO-2049, Media (migrate)
469856,UNBO-2048,"Content Helper (migrate, rename to ‘Helpers’)"
469855,UNBO-2047,"Rebuild websites (migrate, rename to ‘Deploy’)"
469854,UNBO-2046,Superscript Renderer (migrate)
469853,UNBO-2045,Subscript Renderer (migrate)
469852,UNBO-2044,Status Badges (migrate)
469851,UNBO-2043,Unpublish Action (migrate)
469850,UNBO-2042,Publish Action (migrate)
469849,UNBO-2041,Preview Action (replaced by preview pane)
469848,UNBO-2040,Linked Preview (migrate)
469847,UNBO-2039,DQM Checker Pane (migrate)
469846,UNBO-2038,Iframe/Website Preview Pane (replace)
469845,UNBO-2037,Document Reference (replace)
469844,UNBO-2036,Copy Action (migrate)
469843,UNBO-2035,Asset Preview (migrate)
469842,UNBO-2034,Logo (migrate)
469841,UNBO-2033,Tools
469840,UNBO-2032,Components
469839,UNBO-2031,Schemas (development)
469838,UNBO-2030,Workspaces
469802,UNBO-2029,Heading varies between h2 and h3
469789,UNBO-2028,Add seac QA site to json
469645,UNBO-2027,Business Groups list component call to action button redesign
469641,UNBO-2026,AbilityNet - Video transcripts aren't rendering on the front-end for all instances
469630,UNBO-2025,Create back end test cases & execute test(s)
469629,UNBO-2024,Create Front end test cases & execute tests
469614,UNBO-2023,Review for Automation - Move SDGs to the bottom of the page
469580,UNBO-2022,Brazil contact us form change
469579,UNBO-2021,Ad-choices for USA site
469571,UNBO-2020,Ad-choices for USA site
469570,UNBO-2019,Ad-choices for USA site
469541,UNBO-2261,Filter section: Results per page not organized after clicking
469465,UNBO-2018,Feature content is empty
469435,UNBO-2017,Sprint 28 automation tasks
469413,UNBO-2016,Stat grid is not centered
469385,UNBO-2015,h1 titles are now showing on page causing some duplication of titles
469245,UNBO-2014,Disable SonarQube running on QA and Main releases
469229,UNBO-2013,"Accessibility Hub - ""item type block not defined"""
469226,UNBO-2012,Playbook pages showing bugs and 'text block' bug
469219,UNBO-2011,Unwanted content on brand search page
469216,UNBO-2010,image in planet and society page is missing
469214,UNBO-2009,Test plan for Sanity v3 upgrade
469189,UNBO-2008,Upgrade repo to use NODE v18
469186,UNBO-2007,Extra margin is observed between  body block and card
469183,UNBO-2006,Playbook - layout / format of pages has changed
469115,UNBO-2005,Set uol-dev PUBLIC_SANITY_DATASET=production after IR release
469114,UNBO-2004,Update investors overview URL conditional for Percy and highcharts
469009,UNBO-2003,Revisit the benefits of Netlify logs versus Log Drains sent to New Relic
468983,UNBO-2002,Review for Automation - Sitemap bullet point icon list change
468982,UNBO-2001,Execute F/E tests - Sitemap bullet point icon list change
468981,UNBO-2000,Execute B/E tests - Sitemap bullet point icon list change
468980,UNBO-1999,Create F/E tests - Sitemap bullet point icon list change
468979,UNBO-1998,Create B/E tests - Sitemap bullet point icon list change
468892,UNBO-1997,DQM connector set up - corporate sites
468889,UNBO-1996,Review for Automation - SDG alt-text removal
468888,UNBO-1995,Execute B/E and F/E tests - SDG alt-text removal
468887,UNBO-1994,Create B/E and F/E tests - SDG alt-text removal
468880,UNBO-1993,DQM tab on Sanity - issue nº 12.7
468777,UNBO-1992,May' s Review TODOs in the codebase
468587,UNBO-1991,Revisit the Slack failure notifications rules
468568,UNBO-1990,Create a report on who is using the 'where schema is used' 
468418,UNBO-1989,Kazakhstan staging sites leading to 404 errors
468417,UNBO-1988,Add option to show no date on promo list 
468335,UNBO-1987,Missing subtitle for Goal Progress Box causes 500 error
468334,UNBO-1986,Security Vulnerability - SSL Certificate - Will Expire Soon
468332,UNBO-1985,"Security Vulnerability - Cookie Does Not Contain The ""secure"" Attribute"
468331,UNBO-1984,"Security Vulnerability - Cookie Does Not Contain The ""HTTPOnly"" Attribute"
468327,UNBO-1983,Security Vulnerability - Same site Scripting
468206,UNBO-1982,Baseline Percy Prod
468195,UNBO-1981,Update contact us forms
468131,UNBO-1980,Add New Relic test for alerts/contact forms
468104,UNBO-1979,GA is not recording data on the Location selector page
467908,UNBO-1978,Move SDGs to the bottom of the page
467777,UNBO-1977,There is an issue with dynamic preview sub language sites
467712,UNBO-1976,Fix url case incorrectly missing a conditional check
467595,UNBO-1975,Migrate the signup endpoints to Netlify functions.
467516,UNBO-1974,Upgrade to Cypress v12.5.0
467428,UNBO-1973,Set up new site for https://www.unileverconsumercarebd.com
467426,UNBO-1972,Set up dual language for Bangladesh (needs Bengali site set up) 
467405,UNBO-1971,screen Investigate the resolution used with Percy snapshots
467398,UNBO-1970,Reset Netlify env vars (QA U.com & UK) to production dataset
467397,UNBO-1969,Enhance the `monitor.json` to return BuildID
467362,UNBO-1968,'Equal columns' option for tables doesn't work for mobile
467314,UNBO-1967,Update Percy for automation pub
467298,UNBO-1966,Search is returning 0 results
467273,UNBO-1965,Add Netlify ping test retry to code to avoid firing too soon
467254,UNBO-1964,Add test for closing transcript modal with ESC button
467228,UNBO-1963,Update sanity for the investors pages
467227,UNBO-1962,Review preview sites for desktop
467047,UNBO-1961,Sprint 27 automation tasks
467015,UNBO-1960,GR Brands page - Brands appearing twice
466956,UNBO-1959,Leadership profile history dates are defaulting to year only
466954,UNBO-1958,Dates error
466842,UNBO-1957,Cookie policy - Address accessibility and performance issues 
466827,UNBO-1956,Improve asset previews
466824,UNBO-1955,Alt text mandatory rule review
466811,UNBO-1954,Annotation overhaul to improve naming conventions
466791,UNBO-1953,U.com news sign-up is failing intermittently
466764,UNBO-1952,Review keyboard nav to video transcripts
466758,UNBO-1951,Create test plan for Sanity V3 upgrade 
466757,UNBO-1950,Create spec for Sanity V3 upgrade 
466755,UNBO-1949,Sprint 26 automation tasks
466753,UNBO-1948,Phase 1 - Sanity V3 upgrade
466752,UNBO-1947,Publishing
466669,UNBO-1946,Nutrition is missing from Sub Navigation - Chrome
466646,UNBO-1945,Ability net: SDG image alt text is no longer required
466607,UNBO-1944,Section ID's should not start with a number
466601,UNBO-1943,Extend current monitoring tests to monitor the WIOP sites and check if there are no brands / products
466592,UNBO-1942,Add Referenced by to assets
466587,UNBO-1941,Intro and multiple tags for IR listing
466586,UNBO-1940,Netlify build issues
466518,UNBO-1939,The user can tab through to other areas of the page whilst the video transcript model is in focus
466517,UNBO-1938,The video transcript is read repeatedly
466501,UNBO-1937,Tea Brands Deactivation
466497,UNBO-1936,The tab order for the Video <More Info> button is incorrect as Video <Play> is tabbed to first
466494,UNBO-1935,Review .skip() tests
466493,UNBO-1934,DQM Alt Text Fix
466475,UNBO-1933,Title Banner Image Size Issue
466464,UNBO-1932,WIOP Serbia Site
466463,UNBO-1931,"WIOP  -  Ingredients and Product listing not displaying ROMANIA, BULGARI and SERBIA sites"
466445,UNBO-1930,Review flaky test in clear all filters
466444,UNBO-1929,Review auth for Percy subsites 
466419,UNBO-1928,QA - Test customisations 
466418,UNBO-1927,Dev - Set up workspaces for publications 
466417,UNBO-1926,Dev - Migrate appropriate custom plugins/components
466416,UNBO-1925,Dev - Install basic Sanity V3 with schemas 
466415,UNBO-1924,Sanity v3 upgrade 
466414,UNBO-1923,Rename staging environment URL's 
466397,UNBO-1922,Update Cypress package to v12-4-0
466320,UNBO-1921,Fix eslint unnamed function error in QA test
466200,UNBO-1920,Using Sanity on Unilever laptops is quite slow and crashes
465984,UNBO-1919,Only send failed test results Slack channel
465982,UNBO-1918,Add Netlify ping test conditional for www Accessibility Hub
465957,UNBO-1917,Create production Notice policy site 
465910,UNBO-1916,Images Cut Off When Resizing Page
465893,UNBO-1915,WIOP Brand Logos 
465867,UNBO-1914,Verify padding issue in body block post migration
465805,UNBO-1913,Reporting for DQM usage within sanity
465804,UNBO-1912,Create a power BI dashboard for the Caliber site speed metric
465803,UNBO-1911,DQM - 12.4 Landmarks should be unique
465802,UNBO-1910,DQM - 8.31 All form labels should have a ‘for’ attribute
465801,UNBO-1909,DQM - 8.5 ID values must be unique
465800,UNBO-1908,DQM - 8.2 Use relative font measurements
465799,UNBO-1907,DQM - 4.11 No track on a video tag
465699,UNBO-1904,Search in GA
465574,UNBO-1903,Add in tracking for DQM Integration
465426,UNBO-1902,Investigate Sanity.io domain cookies appearing on live sites
465385,UNBO-1901,Baseline Percy for Prod
465384,UNBO-1900,Baseline Percy for QA
465274,UNBO-1899,Tidy up non managed index
465273,UNBO-1898,Look at search configuration size
465268,UNBO-1897,Add test for QA Static site
465261,UNBO-1896,Analyse the google analytics stats for users per month 2022
465199,UNBO-1895,Enable GTM on the login page for accessibility hub
465174,UNBO-1894,POC using Cypress package 'cypress-split' for parallel test running
465062,UNBO-1893,Update all OneTrust scripts to match the U.com version
465030,UNBO-1892,Give the team access to the google search console. 
465006,UNBO-1891,Review stat row list 
464961,UNBO-1890,Fix flaky site search test
464860,UNBO-1889,Review for Automation - Video Transcripts
464859,UNBO-1888,Review for automation - Header Hierarchy
464858,UNBO-1887,Execute BE Tests - Header Hierarchy
464857,UNBO-1886,Create BE Tests - Header Hierarchy
464855,UNBO-1885,Sprint 26 automation tasks
464853,UNBO-1884,Execute BE Tests - Video Transcripts
464852,UNBO-1883,Create BE Tests - Video Transcripts
464851,UNBO-1882,Execute FE Tests - Video Transcripts
464850,UNBO-1881,Create FE Tests - Video Transcripts
464778,UNBO-1880,Pink and Green stat grid items bug
464748,UNBO-1879,Stat Grid Component issue 
464747,UNBO-1878,Signing into Netlify with a unilever.com E - address is not possible
464745,UNBO-1877,Chase CIT-BOT Unilever account
464672,UNBO-1876,Fix debugger not attaching when doing either yarn dev/build
464661,UNBO-1875,Module search tool is returning incorrect results for SDG
464659,UNBO-1874,Redesign test uol-c-card-tag
464635,UNBO-1873,Extract U.com taxonomy 
464594,UNBO-1872,Add DQM / Document Reference into Standards
464592,UNBO-1871,Document reference - Cannot see assets document references 
464588,UNBO-1870,Document reference - references cause desk crash
464581,UNBO-1869,POC publishing workflow
464383,UNBO-1868,Create QA Accessibility notice site
464362,UNBO-1867,"In ""Where is a module used"" provide a link to the website as well as CMS"
464355,UNBO-1866,Extract U.com taxonomy 
464347,UNBO-1865,Remove the A/B testing build hook
464282,UNBO-1864,Add test for timeline variant background color
464176,UNBO-1863,Increase QA  process documentation 
464080,UNBO-1862,Implement mobile swipe testing capabilities
464079,UNBO-1861,Review for automation - SDG enhancement
464077,UNBO-1860,Create Back end tests - SDG enhancement
464076,UNBO-1859,Execute Back end tests - SDG enhancement
464074,UNBO-1858,Execute Front end tests - SDG enhancement
464073,UNBO-1857,Create Front end tests - SDG enhancement
464047,UNBO-1856,Create a report of users in Sanity / Github / Netlify
463962,UNBO-1855,review for automation - timeline navigation
463961,UNBO-1854,Review for Automation - Timeline
463957,UNBO-1853,Look at pulling Sanity backups in GitHub
463943,UNBO-1852,Review on WIOP auth changes
463939,UNBO-1851,Onboarding into automation framework
463865,UNBO-1850,Static repo update bootstrap command
463863,UNBO-1849,Create integration with Jira
463769,UNBO-1848,Sanity Publishing - fix media contacts/reduce heading style to H4 or span
463768,UNBO-1847,Sanity Publishing - video editor alt text missing
463767,UNBO-1846,Upgrade to Cypress v12.3.0
463765,UNBO-1845,Remove Physio brand from Sanity platform (WIOP)
463754,UNBO-1844,Stat Row - Decretive images flagged as having no alt text by DQM
463751,UNBO-1843,Abilitynet Report - optimise queries to match schema (4)
463749,UNBO-1842,Close
463748,UNBO-1841,"Abilitynet Report - update migration scripts to also handle landing page, new and press (3)"
463746,UNBO-1840,Abilitynet Report - duplicate landing page schema and rename and optimise (2)
463745,UNBO-1839,Close
463744,UNBO-1838,Abilitynet Report - remove references to page (1)
463741,UNBO-1837,Abilitynet Report - Create Percy snapshot for comparison (5)
463650,UNBO-1836,Investigate the use of SSO on Github
463649,UNBO-1835,Investigate the use of SSO on Sanity
463647,UNBO-1834,Security
463617,UNBO-1833,Onboarding and getting up to speed with Test processes
463376,UNBO-1832,Investigate New Relic tests 'corporate_dk_onetrust_automation' 
463354,UNBO-1831,Review QA failures
463232,UNBO-1830,Sprint 25 automation tasks
463217,UNBO-1829,WIOP footer year needs updating to 2023
463204,UNBO-1828,"DQM error ""(NEW) (P3) All form labels should have a 'for' attribute"""
463201,UNBO-1827,Redirect for the RPP pdf
462568,UNBO-1826,Complete publishing documentation 
461099,UNBO-1825,The website preview pane doesn't currently work inside the CMS
460953,UNBO-1824,Go through and fix Sonarqube code smells
460928,UNBO-1823,Create a component finder tool
460842,UNBO-1822,AbilityNet Report - Mobile Screen reader focus not locked in filters
460840,UNBO-1821,AbilityNet Report - Mobile Screen focus not set to filter when opened
460839,UNBO-1820,AbilityNet Report - Mobile Screen reader does not return to filters button on closing filters
460838,UNBO-1819,AbilityNet Report - Mobile Screen reader can access links behind navigation
460812,UNBO-1818,Update Agency login domain list
460810,UNBO-1817,Create an integration in Sanity with DQM
460798,UNBO-1816,Look at dynamically importing serializers
460796,UNBO-1815,Filtering and Search page not outputting
460703,UNBO-1814,Fix media contacts/reduce heading style to H4 or span
460702,UNBO-1813,YouTube component title incorrectly used as alt text
460701,UNBO-1812,Sanity publishing experience
460697,UNBO-1811,KZ site creation
460649,UNBO-1810,Update packages to cypress v12.1.0 & @cypress/grep v3.1.3
460637,UNBO-1809,Investigate 28 sites erroring as 404 from Distilled Sites list
460636,UNBO-1808,Mirgate WIOP sites from Basic Auth to JWT Auth
460631,UNBO-1807,Use dummy feature branch to wire up baseUrl previews URLs
460623,UNBO-1806,POC on Percy new feature
460620,UNBO-1805,Tag for accessibility isn't pulling the appropriately tagged articles on Accessibility Hub
460619,UNBO-1804,Accessibility Hub filtering not totalling correctly
460618,UNBO-1803,Sanity markup issue
460578,UNBO-1802,Enhance the Sanity management tools to locate document references
460574,UNBO-1801,Provide the ability for editors to manage the Netlify Queue
460568,UNBO-1800,Change SiteMap to be generated from pages (not navigation)
460526,UNBO-1799,Look at deploy keys for storybook and preview
460428,UNBO-1798,Review QA failures
460408,UNBO-1797,Updating of the complaints form
460245,UNBO-1796,Merge preprod and main branches
460224,UNBO-1795,Review search placeholder change
459922,UNBO-1794,Goal Dashboard - Discover more link overlapping image - Mac Safari 
459917,UNBO-1793,Function warning 
459914,UNBO-1792,Look at updating OneTrust to link directly to OneTrust CDN
459898,UNBO-1791,Review failures in QA
459873,UNBO-1790,Move CSS variables scope from :root to primary class in components
459869,UNBO-1789,Sprint 24 automation tasks
459803,UNBO-1788,Investigate OneTrust downloads missing content
459764,UNBO-1787,Upgrade Cypress to version 12
459523,UNBO-1786,The og:url is undefined and there is no canonical URL
459522,UNBO-1785,Take action initiatives don't have a meta description
459283,UNBO-1784,Review Percy for Highcharts
459282,UNBO-1783,Review Percy for latest news
459212,UNBO-1782,Review percy
459061,UNBO-1781,AbilityNet Report - Skipped heading levels
459059,UNBO-1780,Spike: Investigate content restructure scope and scale
459036,UNBO-1779,AbilityNet Report - Accordion elements have no role on mobile device
459023,UNBO-1778,Change to the featured video schema 
458915,UNBO-1777,Redirect maintenance
458889,UNBO-1776,Remove registration form from inversor
458878,UNBO-1775,Goals Dashoard error - goals: undefined
458873,UNBO-1774,Increase the session time for the authenticated site
458676,UNBO-1773,AbilityNet Report - Interactive elements rely on placeholder for accessible name
458675,UNBO-1772,AbilityNet Report - Inappropriate use of ARIA on non-interactive elements
458659,UNBO-1771,Move agency login from ENV to a file
458452,UNBO-1770,AbilityNet Report - Modal promos do not announce purpose
458440,UNBO-1769,Update NewRelic automation dashboards with Safari stats
458428,UNBO-1767,Upgrade CI package cypress-io/github-action@v3 to version 4
458419,UNBO-1766,Goal Box is redundant and needs to be removed from Sanity
458398,UNBO-1765,AbilityNet Report - Skip to content not working on mobile screenreader 
458300,UNBO-1763,Icon not displaying on IR Overview page
458298,UNBO-1762,Look into Unilever SSO on Netlify
458232,UNBO-1761,Take Action - Empty promo list
458221,UNBO-1760,Enable Live Malaysia Browser Monitoring
458220,UNBO-1759,Collate New Relic Log Drain data against Adobe / Google analytics
458147,UNBO-1758,Goal Progress Box TRAD-SCRE-KBO - Text is overlapping on images - Mac Safari
458144,UNBO-1757,Goal Progress Boc TRAD-SCRE-KBO - Images being cut off
458027,UNBO-1756,Review the list of domains we have pointing to Netlify
457950,UNBO-1755,Terraform for New Relic Synthetics - replace all monitors as dynamic tests
457945,UNBO-1754,No metadata description on standards item in Sanity for Accessibility Hub
457910,UNBO-1753,Enable Stat grid component to work on a News article template
457906,UNBO-1752,The Agency login doesn't work 
457692,UNBO-1751,Enable Live Malaysia Log Drain into NewRelic
457685,UNBO-1750,Sprint 23 automation tasks
457591,UNBO-1749,Fine tune CMS checks on Unilever-Static
457590,UNBO-1748,Investigate DEV CMS triggering ReCaptcha
457580,UNBO-1747,Reintroduce Search results count testing on localhost
457565,UNBO-1746,The Trade Desk pixel on Indonesia campaign page
457543,UNBO-1745,Goal Progress Box - Not available on Pages
457516,UNBO-1744,Review Locked Netlify sites
457405,UNBO-1743,Sign Up For Alerts form css is misaligned for distance between input boxes
457398,UNBO-1742,Improve Search to search Files (remaining tasks)
457390,UNBO-1741,There are occasional 500's when indexing PDF's
457378,UNBO-1740,Update U.com Percy URL's after PDF Indexing is complete
457321,UNBO-1739,Pdfs aren't working on stage
457217,UNBO-1738,Migrate Netlify ENV variables
457216,UNBO-1737,Clean up old Search Infrastructure
457058,UNBO-1736,Contact Form is not tracking submit analytics event
457057,UNBO-1735,Enable Adobe analytics for WIOP sites
457038,UNBO-1734,Reporting for login on accessibility hub
456989,UNBO-1733,Update percy urls blacklist to back date news articles to 2013
456950,UNBO-1732,Create UI for accessibility hub login
456949,UNBO-1731,Header logo does not use the logo alt text resource
456938,UNBO-1730,Investigate Percy ignore video play pause button
456935,UNBO-1729,Investigate Percy missing search filter
456873,UNBO-1728,Investigate CI Safari error TCP.onStreamRead
456871,UNBO-1727,NewRelic test of PDF indexing
456850,UNBO-1726,Reference Cypress and Playwright as Peer Dependencies
456774,UNBO-1725,Create a holding site to park root domains on
456579,UNBO-1724,Sitemap bullet point icon list change 
456562,UNBO-1723,Implement accessibility hub front end login
